LoanDuration,LoanPurpose,LoanAmount,InstallmentPercent,AcceptedPercent,Accepted,AmountGranted,transaction_id,timestamp
6,car_used,250,2,0.9842413066763195,1,250,6-1-131,2019-09-04T01:47:20.374014Z
35,repairs,5601,4,0.42895933732289676,0,0,6-1-132,2019-09-04T01:47:20.374032Z
24,radio_tv,4706,3,0.5988298469572447,1,4706,6-1-133,2019-09-04T01:47:20.374049Z
4,furniture,250,2,0.9716007604536591,1,250,6-1-134,2019-09-04T01:47:20.374065Z
10,car_new,1300,3,0.9381206916587109,1,1300,6-1-135,2019-09-04T01:47:20.374083Z
33,business,10525,5,0.31452533602772575,0,0,6-1-136,2019-09-04T01:47:20.374100Z
18,appliances,3063,3,0.5811631975436683,1,3063,6-1-137,2019-09-04T01:47:20.374117Z
30,retraining,2668,2,0.8266964351902683,1,2668,6-1-138,2019-09-04T01:47:20.374134Z
27,furniture,2405,3,0.8507555287901603,1,2405,6-1-139,2019-09-04T01:47:20.374152Z
26,appliances,6136,3,0.6305733623996808,1,6136,6-1-140,2019-09-04T01:47:20.374170Z
35,appliances,6512,5,0.3787834762632863,0,0,6-1-141,2019-09-04T01:47:20.374188Z
4,car_used,250,1,0.9842413066763195,1,250,6-1-142,2019-09-04T01:47:20.374206Z
19,radio_tv,2763,3,0.7849657937973032,1,2763,6-1-143,2019-09-04T01:47:20.374224Z
23,car_new,4323,3,0.8814237942895774,1,4323,6-1-144,2019-09-04T01:47:20.374243Z
18,vacation,1849,2,0.8489743828677201,1,1849,6-1-145,2019-09-04T01:47:20.374259Z
9,car_new,4609,3,0.8098647859166079,1,4609,6-1-146,2019-09-04T01:47:20.374276Z
45,appliances,6038,4,0.21990342967084797,0,0,6-1-147,2019-09-04T01:47:20.374293Z
16,car_new,250,3,0.7435433143703285,1,250,6-1-148,2019-09-04T01:47:20.374310Z
35,radio_tv,6461,4,0.1764229654234806,0,0,6-1-149,2019-09-04T01:47:20.374329Z
4,car_new,250,2,0.9597912500962877,1,250,6-1-150,2019-09-04T01:47:20.374348Z
35,radio_tv,3875,2,0.7178910845117626,1,3875,6-1-151,2019-09-04T01:47:20.374366Z
10,car_used,1401,2,0.9651296899615158,1,1401,6-1-152,2019-09-04T01:47:20.374383Z
20,radio_tv,1155,3,0.722951923032709,1,1155,6-1-153,2019-09-04T01:47:20.374400Z
14,retraining,2826,2,0.7134117924975347,1,2826,6-1-154,2019-09-04T01:47:20.374418Z
42,radio_tv,6983,5,0.34169491963802645,0,0,6-1-155,2019-09-04T01:47:20.374434Z
20,car_used,2974,3,0.7814470537586723,1,2974,6-1-156,2019-09-04T01:47:20.374451Z
11,furniture,250,2,0.8852109199897306,1,250,6-1-157,2019-09-04T01:47:20.374468Z
5,education,250,3,0.8912912736919635,1,250,6-1-158,2019-09-04T01:47:20.374485Z
11,furniture,1623,2,0.8389163599731043,1,1623,6-1-159,2019-09-04T01:47:20.374502Z
9,car_new,2978,2,0.930158110141349,1,2978,6-1-160,2019-09-04T01:47:20.374518Z
17,car_used,1537,2,0.9104131262301872,1,1537,6-1-161,2019-09-04T01:47:20.374536Z
21,radio_tv,6474,5,0.3634551781689509,0,0,6-1-162,2019-09-04T01:47:20.374554Z
33,business,6699,4,0.26827954575042046,0,0,6-1-163,2019-09-04T01:47:20.374572Z
17,car_used,2102,3,0.8216014384769073,1,2102,6-1-164,2019-09-04T01:47:20.374590Z
26,car_used,2309,3,0.6983187075757501,1,2309,6-1-165,2019-09-04T01:47:20.374607Z
23,car_new,378,2,0.8241501832666008,1,378,6-1-166,2019-09-04T01:47:20.374626Z
26,retraining,3994,3,0.8355482309092036,1,3994,6-1-167,2019-09-04T01:47:20.374644Z
4,car_used,3205,3,0.7843127812697285,1,3205,6-1-168,2019-09-04T01:47:20.374663Z
49,appliances,10498,5,0.12141657186023991,0,0,6-1-169,2019-09-04T01:47:20.374680Z
15,appliances,1069,2,0.925943843640636,1,1069,6-1-170,2019-09-04T01:47:20.374697Z
38,appliances,8836,4,0.07976059914481752,0,0,6-1-171,2019-09-04T01:47:20.374714Z
10,car_new,250,1,0.9597912500962877,1,250,6-1-172,2019-09-04T01:47:20.374732Z
31,other,6396,3,0.6135112600600711,1,6396,6-1-173,2019-09-04T01:47:20.374749Z
12,car_new,250,2,0.8421110130284133,1,250,6-1-174,2019-09-04T01:47:20.374765Z
29,radio_tv,3142,3,0.7654642675883635,1,3142,6-1-175,2019-09-04T01:47:20.374783Z
20,car_used,2034,4,0.5543795081666975,1,2034,6-1-176,2019-09-04T01:47:20.374801Z
14,vacation,587,3,0.9264746915247866,1,587,6-1-177,2019-09-04T01:47:20.374818Z
4,car_new,250,1,0.9832589339292408,1,250,6-1-178,2019-09-04T01:47:20.374837Z
26,furniture,4324,3,0.6070532515251729,1,4324,6-1-179,2019-09-04T01:47:20.374855Z
13,car_new,2651,3,0.8022899123540338,1,2651,6-1-180,2019-09-04T01:47:20.374872Z
37,appliances,3934,4,0.5558209448218963,1,3934,6-1-181,2019-09-04T01:47:20.374890Z
28,education,5936,4,0.6443641946489918,1,5936,6-1-182,2019-09-04T01:47:20.374906Z
17,car_new,1566,3,0.8258028852880454,1,1566,6-1-183,2019-09-04T01:47:20.374922Z
20,car_new,2499,3,0.7609109973439555,1,2499,6-1-184,2019-09-04T01:47:20.374942Z
29,furniture,250,1,0.6542504347408523,1,250,6-1-185,2019-09-04T01:47:20.374960Z
36,appliances,7673,4,0.5405323649904901,1,7673,6-1-186,2019-09-04T01:47:20.374977Z
4,car_new,250,1,0.9832589339292408,1,250,6-1-187,2019-09-04T01:47:20.374995Z
27,appliances,5139,3,0.6165297991481553,1,5139,6-1-188,2019-09-04T01:47:20.375012Z
37,appliances,6255,4,0.423024888362628,0,0,6-1-189,2019-09-04T01:47:20.375028Z
15,vacation,1103,2,0.9610064527900892,1,1103,6-1-190,2019-09-04T01:47:20.375045Z
20,car_new,4373,2,0.7661981510698601,1,4373,6-1-191,2019-09-04T01:47:20.375061Z
20,car_new,2968,1,0.7928490747051835,1,2968,6-1-192,2019-09-04T01:47:20.375077Z
29,radio_tv,3668,3,0.6911320772268864,1,3668,6-1-193,2019-09-04T01:47:20.375095Z
23,appliances,250,4,0.7643883792427999,1,250,6-1-194,2019-09-04T01:47:20.375112Z
19,car_new,250,2,0.8938451389517319,1,250,6-1-195,2019-09-04T01:47:20.375130Z
24,radio_tv,4295,3,0.6255813158977661,1,4295,6-1-196,2019-09-04T01:47:20.375146Z
16,furniture,2924,2,0.8506863885196599,1,2924,6-1-197,2019-09-04T01:47:20.375163Z
5,car_used,1509,2,0.892684005042331,1,1509,6-1-198,2019-09-04T01:47:20.375181Z
29,business,5579,5,0.4416181060281296,0,0,6-1-199,2019-09-04T01:47:20.375199Z
4,car_used,559,3,0.9281265594301988,1,559,6-1-200,2019-09-04T01:47:20.375215Z
32,repairs,2886,5,0.36361452838377006,0,0,6-1-201,2019-09-04T01:47:20.375231Z
27,furniture,1634,2,0.7218848049390697,1,1634,6-1-202,2019-09-04T01:47:20.375248Z
34,repairs,6810,4,0.448436462695026,0,0,6-1-203,2019-09-04T01:47:20.375264Z
32,other,2909,4,0.581691142128473,1,2909,6-1-204,2019-09-04T01:47:20.375281Z
16,car_new,1680,3,0.807771620536923,1,1680,6-1-205,2019-09-04T01:47:20.375298Z
22,car_used,7618,4,0.6697775994859008,1,7618,6-1-206,2019-09-04T01:47:20.375316Z
43,repairs,7877,5,0.08198282136703974,0,0,6-1-207,2019-09-04T01:47:20.375334Z
6,education,250,3,0.9716007604536591,1,250,6-1-208,2019-09-04T01:47:20.375351Z
5,car_used,691,3,0.9163963650273403,1,691,6-1-209,2019-09-04T01:47:20.375368Z
31,repairs,5942,4,0.5306482904161247,1,5942,6-1-210,2019-09-04T01:47:20.375385Z
30,appliances,7420,4,0.5681619587519757,1,7420,6-1-211,2019-09-04T01:47:20.375402Z
16,furniture,1524,1,0.8615539952634028,1,1524,6-1-212,2019-09-04T01:47:20.375418Z
31,repairs,6818,5,0.12057497053848801,0,0,6-1-213,2019-09-04T01:47:20.375435Z
20,car_new,1802,3,0.852195482603002,1,1802,6-1-214,2019-09-04T01:47:20.375452Z
5,car_used,691,3,0.9163963650273403,1,691,6-1-215,2019-09-04T01:47:20.375469Z
14,furniture,1326,2,0.8835868696204819,1,1326,6-1-216,2019-09-04T01:47:20.375485Z
16,furniture,250,3,0.8954469763477494,1,250,6-1-217,2019-09-04T01:47:20.375503Z
45,education,6607,5,0.11664009099497541,0,0,6-1-218,2019-09-04T01:47:20.375520Z
38,radio_tv,6971,5,0.20077535464965168,0,0,6-1-219,2019-09-04T01:47:20.375538Z
24,radio_tv,6302,4,0.6658994916938534,1,6302,6-1-220,2019-09-04T01:47:20.375554Z
26,radio_tv,2894,3,0.7161365928529745,1,2894,6-1-221,2019-09-04T01:47:20.375570Z
4,car_used,250,2,0.9842413066763195,1,250,6-1-222,2019-09-04T01:47:20.375586Z
25,furniture,7279,4,0.5580787947255235,1,7279,6-1-223,2019-09-04T01:47:20.375602Z
20,radio_tv,3917,4,0.6829750646816987,1,3917,6-1-224,2019-09-04T01:47:20.375617Z
24,appliances,2358,3,0.39054086767356283,0,0,6-1-225,2019-09-04T01:47:20.375634Z
4,car_new,250,1,0.9672243617932699,1,250,6-1-226,2019-09-04T01:47:20.375650Z
4,education,250,1,0.9842413066763195,1,250,6-1-227,2019-09-04T01:47:20.375666Z
14,furniture,1940,3,0.7779689971290605,1,1940,6-1-228,2019-09-04T01:47:20.375684Z
16,car_used,2122,2,0.7865398251824522,1,2122,6-1-229,2019-09-04T01:47:20.375705Z
4,car_used,546,2,0.9842413066763195,1,546,6-1-230,2019-09-04T01:47:20.375723Z
15,furniture,1350,2,0.788011214281993,1,1350,6-1-231,2019-09-04T01:47:20.375740Z
16,furniture,3881,2,0.7393131726320437,1,3881,6-1-232,2019-09-04T01:47:20.375757Z
25,car_used,2792,3,0.6303710394327827,1,2792,6-1-233,2019-09-04T01:47:20.375773Z
4,car_used,250,1,0.9810155002247065,1,250,6-1-234,2019-09-04T01:47:20.375792Z
21,retraining,4637,3,0.7608362131336879,1,4637,6-1-235,2019-09-04T01:47:20.375810Z
8,radio_tv,3293,3,0.5480521120650892,1,3293,6-1-236,2019-09-04T01:47:20.375829Z
33,appliances,5866,4,0.3185417381208314,0,0,6-1-237,2019-09-04T01:47:20.375846Z
32,furniture,4688,4,0.4067618814837778,0,0,6-1-238,2019-09-04T01:47:20.375863Z
9,radio_tv,2084,1,0.942959837573244,1,2084,6-1-239,2019-09-04T01:47:20.375880Z
12,furniture,620,2,0.9248040539739755,1,620,6-2-240,2019-09-04T02:47:20.375896Z
11,furniture,1821,2,0.7798238888281599,1,1821,6-2-241,2019-09-04T02:47:20.375912Z
41,furniture,5628,5,0.49832692422631786,0,0,6-2-242,2019-09-04T02:47:20.375929Z
31,business,4999,4,0.3160354446066712,0,0,6-2-243,2019-09-04T02:47:20.375945Z
21,furniture,4574,3,0.34011867928660805,0,0,6-2-244,2019-09-04T02:47:20.375961Z
16,repairs,907,2,0.6208010921800471,1,907,6-2-245,2019-09-04T02:47:20.375979Z
8,education,5022,3,0.7055018449446085,1,5022,6-2-246,2019-09-04T02:47:20.375994Z
30,appliances,7984,5,0.07754643939850696,0,0,6-2-247,2019-09-04T02:47:20.376011Z
27,radio_tv,3411,3,0.7905633520205632,1,3411,6-2-248,2019-09-04T02:47:20.376026Z
9,car_used,5233,3,0.833202337707232,1,5233,6-2-249,2019-09-04T02:47:20.376042Z
19,furniture,2685,3,0.8811468810263109,1,2685,6-2-250,2019-09-04T02:47:20.376060Z
29,car_used,3620,2,0.673674723859052,1,3620,6-2-251,2019-09-04T02:47:20.376077Z
26,radio_tv,2699,4,0.30719833802010943,0,0,6-2-252,2019-09-04T02:47:20.376094Z
4,car_new,250,1,0.9673925812549676,1,250,6-2-253,2019-09-04T02:47:20.376111Z
11,car_used,3526,1,0.9686245733161764,1,3526,6-2-254,2019-09-04T02:47:20.376128Z
17,radio_tv,1807,2,0.7722871433749561,1,1807,6-2-255,2019-09-04T02:47:20.376145Z
7,car_used,250,1,0.9639994292949794,1,250,6-2-256,2019-09-04T02:47:20.376161Z
13,radio_tv,3910,3,0.8221341634296335,1,3910,6-2-257,2019-09-04T02:47:20.376178Z
26,business,8366,5,0.4220352818095684,0,0,6-2-258,2019-09-04T02:47:20.376195Z
8,furniture,463,3,0.5469601249993883,1,463,6-2-259,2019-09-04T02:47:20.376211Z
41,furniture,1431,2,0.6176348404868527,1,1431,6-2-260,2019-09-04T02:47:20.376228Z
14,car_new,1071,2,0.7983317102925368,1,1071,6-2-261,2019-09-04T02:47:20.376244Z
34,education,4244,4,0.4784458495064695,0,0,6-2-262,2019-09-04T02:47:20.376261Z
33,repairs,5034,4,0.3480578378978475,0,0,6-2-263,2019-09-04T02:47:20.376277Z
16,car_new,250,3,0.9675950945147127,1,250,6-2-264,2019-09-04T02:47:20.376294Z
20,car_used,2974,3,0.7814470537586723,1,2974,6-2-265,2019-09-04T02:47:20.376309Z
31,business,3543,3,0.6075392488752976,1,3543,6-2-266,2019-09-04T02:47:20.376325Z
33,radio_tv,5243,4,0.4203018514163694,0,0,6-2-267,2019-09-04T02:47:20.376342Z
17,furniture,4850,3,0.808671017328184,1,4850,6-2-268,2019-09-04T02:47:20.376358Z
13,car_used,1299,2,0.9292477779089046,1,1299,6-2-269,2019-09-04T02:47:20.376374Z
15,radio_tv,1043,3,0.6926530229881294,1,1043,6-2-270,2019-09-04T02:47:20.376392Z
16,radio_tv,2832,4,0.6814801470577196,1,2832,6-2-271,2019-09-04T02:47:20.376408Z
4,car_used,250,1,0.9690995916832057,1,250,6-2-272,2019-09-04T02:47:20.376425Z
31,car_used,4095,3,0.7717355427361567,1,4095,6-2-273,2019-09-04T02:47:20.376442Z
4,car_new,621,1,0.9564776479056759,1,621,6-2-274,2019-09-04T02:47:20.376458Z
14,vacation,3011,2,0.6958727084033478,1,3011,6-2-275,2019-09-04T02:47:20.376475Z
29,radio_tv,3668,3,0.6911320772268864,1,3668,6-2-276,2019-09-04T02:47:20.376491Z
31,furniture,7410,3,0.3142330095458266,0,0,6-2-277,2019-09-04T02:47:20.376509Z
8,car_new,2161,1,0.793303339661596,1,2161,6-2-278,2019-09-04T02:47:20.376526Z
5,education,250,1,0.9168331665918957,1,250,6-2-279,2019-09-04T02:47:20.376543Z
45,other,6580,4,0.4834318540282968,0,0,6-2-280,2019-09-04T02:47:20.376559Z
4,car_new,250,1,0.9832589339292408,1,250,6-2-281,2019-09-04T02:47:20.376576Z
15,radio_tv,3605,4,0.7521041413330964,1,3605,6-2-282,2019-09-04T02:47:20.376592Z
33,appliances,6712,3,0.43444361496789535,0,0,6-2-283,2019-09-04T02:47:20.376608Z
50,other,7611,4,0.07634991644847176,0,0,6-2-284,2019-09-04T02:47:20.376626Z
24,radio_tv,3971,3,0.6797748748962892,1,3971,6-2-285,2019-09-04T02:47:20.376643Z
4,car_new,250,2,0.9753229544905558,1,250,6-2-286,2019-09-04T02:47:20.376661Z
